"axis","r_squared","diversity_type","q_level"
"PD_q1_est_Axis1",0.715172114964376,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.483320899440743,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.366224067560874,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.52167597600351,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.477756265469302,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.453231829812717,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.674605472981667,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.527085924413224,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.520619201643905,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.64087279515564,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.314104349111886,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.4717829418511,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.515162817035571,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.626773055950256,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.58362834744426,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.543442968485532,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.482370567604404,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.477393629500148,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.514179930305636,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.401971514129432,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.635084991968973,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.516374783966625,"Phylogenetic Diversity","q1"
"PD_q1_est_Axis1",0.544207733719287,"Phylogenetic Diversity","q1"
"PD_q2_est_Axis1",0.540998697213413,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.308563868718599,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.457722545033688,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.356501829937957,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.3480211637913,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.528666015147221,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.372986442581128,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.306730775290841,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.431319902040245,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.418233260394981,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.54421813122976,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.452551273619562,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.468648657524827,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.501265905118956,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.386167900091659,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.460065947319045,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.428472972320856,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.556449631022778,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.388631489221962,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.442726718344407,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.453112740015658,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.292862837828655,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.530612680607062,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.530789237804569,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.317366599302102,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.583316272322939,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.538106271608064,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.31807815853864,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.546858660244652,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.505812250836701,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.346338420314092,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.429486475100036,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.366961680542401,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.462962314746488,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.574838641862992,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.430413730720447,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.567310175570286,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.464405038486499,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.594533427835514,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.471025723578937,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.487992168297254,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.423750217714402,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.632254044311034,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.649407776675228,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.319282613969106,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.327872503387432,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.550346440916915,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.347732443207196,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.454352422473163,"Phylogenetic Diversity","q2"
"PD_q2_est_Axis1",0.499855783419984,"Phylogenetic Diversity","q2"
